,identifier,word
5586,1.6.1483,iron
5587,1.6.1484,materials
5588,1.6.1485,used
5589,1.6.1486,as
5590,1.6.1487,a
5591,1.6.1488,base
5592,1.6.1489,material
5593,1.6.1490,for
5594,1.6.1491,producing
5595,1.6.1492,steel.
5596,1.6.1493,In
5597,1.6.1494,order
5598,1.6.1495,to
5599,1.6.1496,clarify
5600,1.6.1497,the
5601,1.6.1498,details
5602,1.6.1499,of
5603,1.6.1500,production
5604,1.6.1501,activities
5605,1.6.1502,at
5606,1.7.0,200
5607,1.7.1,H.
5608,1.7.2,AKAANUMA
5609,1.7.3,"Kaman-Kalehéyiik,"
5610,1.7.4,we
5611,1.7.5,should
5612,1.7.6,gather
5613,1.7.7,as
5614,1.7.8,much
5615,1.7.9,information
5616,1.7.10,as
5617,1.7.11,possible
5618,1.7.12,about
5619,1.7.13,the
5620,1.7.14,structure
5621,1.7.15,of
5622,1.7.16,furnaces
5623,1.7.17,and
5624,1.7.18,tools.
5625,1.7.19,Furthermore
5626,1.7.20,we
5627,1.7.21,should
5628,1.7.22,strive
5629,1.7.23,for
5630,1.7.24,the
5631,1.7.25,accurate
5632,1.7.26,restoration
5633,1.7.27,of
5634,1.7.28,steel
5635,1.7.29,making
5636,1.7.30,"equipment,"
5637,1.7.31,and
5638,1.7.32,the
5639,1.7.33,simulation
5640,1.7.34,of
5641,1.7.35,the
5642,1.7.36,steel
5643,1.7.37,making
5644,1.7.38,method
5645,1.7.39,by
5646,1.7.40,using
5647,1.7.41,the
5648,1.7.42,restored
5649,1.7.43,equipment.
5650,1.7.44,We
5651,1.7.45,also
5652,1.7.46,need
5653,1.7.47,to
5654,1.7.48,compare
5655,1.7.49,the
5656,1.7.50,archaeometallurgical
5657,1.7.51,results
5658,1.7.52,with
5659,1.7.53,data
5660,1.7.54,taken
5661,1.7.55,from
5662,1.7.56,other
5663,1.7.57,archaeological
5664,1.7.58,sites
5665,1.7.59,in
5666,1.7.60,Turkey
5667,1.7.61,and
5668,1.7.62,surrounding
5669,1.7.63,area.
5670,1.7.64,With
5671,1.7.65,further
5672,1.7.66,research
5673,1.7.67,of
5674,1.7.68,this
5675,1.7.69,"kind,"
5676,1.7.70,we
5677,1.7.71,may
5678,1.7.72,assess
5679,1.7.73,the
5680,1.7.74,actual
5681,1.7.75,condition
5682,1.7.76,of
5683,1.7.77,steel
5684,1.7.78,"production,"
5685,1.7.79,and
5686,1.7.80,the
5687,1.7.81,manufacturing
5688,1.7.82,and
5689,1.7.83,use
5690,1.7.84,of
5691,1.7.85,iron
5692,1.7.86,objects
5693,1.7.87,in
5694,1.7.88,the
5695,1.7.89,Central
5696,1.7.90,Anatolian
5697,1.7.91,region
5698,1.7.92,in
5699,1.7.93,the
5700,1.7.94,first
5701,1.7.95,and
5702,1.7.96,second
5703,1.7.97,millennium
5704,1.7.98,B.C.
5705,1.7.99,ACKNOWLEDGEMENTS
5706,1.7.100,The
5707,1.7.101,author
5708,1.7.102,is
5709,1.7.103,very
5710,1.7.104,grateful
5711,1.7.105,to
5712,1.7.106,Dr.Sachihiro
5713,1.7.107,Omura
5714,1.7.108,and
5715,1.7.109,all
5716,1.7.110,the
5717,1.7.111,members
5718,1.7.112,of
5719,1.7.113,the
5720,1.7.114,Kaman-Kalehéyiik
5721,1.7.115,excavation
5722,1.7.116,team
5723,1.7.117,for
5724,1.7.118,their
5725,1.7.119,support
5726,1.7.120,of
5727,1.7.121,this
5728,1.7.122,study
5729,1.7.123,and
5730,1.7.124,useful
5731,1.7.125,suggestions.
5732,1.7.126,The
5733,1.7.127,author
5734,1.7.128,also
5735,1.7.129,appreciates
5736,1.7.130,Dr.Kimihisa
5737,1.7.131,Ito’s
5738,1.7.132,and
5739,1.7.133,Ms.Claire
5740,1.7.134,Peachey’s
5741,1.7.135,helpful
5742,1.7.136,comments.
5743,1.7.137,BIBLIOGRAPHY
5744,1.7.138,"‘Akanuma,"
5745,1.7.139,H.
5746,1.7.140,1995
5747,1.7.141,“Metallurgical
5748,1.7.142,analysis
5749,1.7.143,of
5750,1.7.144,Iron
5751,1.7.145,Artifacts
5752,1.7.146,and
5753,1.7.147,Slag
5754,1.7.148,from
5755,1.7.149,Archaeological
5756,1.7.150,Site
5757,1.7.151,of
5758,1.7.152,Kaman-
5759,1.7.153,Kalehéytik.”
5760,1.7.154,BMECCI
5761,1.7.155,"VIII,"
5762,1.7.156,pp.59-88.
5763,1.7.157,1997
5764,1.7.158,“Production
5765,1.7.159,of
5766,1.7.160,Iron
5767,1.7.161,Artifacts
5768,1.7.162,in
5769,1.7.163,the
5770,1.7.164,Hittite
5771,1.7.165,and
5772,1.7.166,Phrygian
5773,1.7.167,Period:
5774,1.7.168,An
5775,1.7.169,Inference
5776,1.7.170,from
5777,1.7.171,Metallurgical
5778,1.7.172,Analysis
5779,1.7.173,of
5780,1.7.174,the
5781,1.7.175,Relics
5782,1.7.176,of
5783,1.7.177,Kaman-
5784,1.7.178,Kalehéyiik.”
5785,1.7.179,AAS
5786,1.7.180,"VI,"
5787,1.7.181,pp.241-252
5788,1.7.182,(in
5789,1.7.183,Japanese).
5790,1.7.184,1999
5791,1.7.185,“Production
5792,1.7.186,of
5793,1.7.187,Iron
5794,1.7.188,Materials
5795,1.7.189,during
5796,1.7.190,the
5797,1.7.191,Phrygian
5798,1.7.192,Period
5799,1.7.193,at
5800,1.7.194,Kaman-Kalehéyiik:
5801,1.7.195,through
5802,1.7.196,a
5803,1.7.197,Scientific
5804,1.7.198,Analysis
5805,1.7.199,of
5806,1.7.200,the
5807,1.7.201,Iron
5808,1.7.202,Relics
5809,1.7.203,from
5810,1.7.204,the
5811,1.7.205,Results
5812,1.7.206,of
5813,1.7.207,the
5814,1.7.208,Twelfth
5815,1.7.209,Excavation.”
5816,1.7.210,AAS
5817,1.7.211,"VIII,"
5818,1.7.212,pp.337-354
5819,1.7.213,(in
5820,1.7.214,Japanese).
5821,1.7.215,2000
5822,1.7.216,“Manufacture
5823,1.7.217,and
5824,1.7.218,Use
5825,1.7.219,of
5826,1.7.220,Iron
5827,1.7.221,in
5828,1.7.222,the
5829,1.7.223,Cultural
5830,1.7.224,Period
5831,1.7.225,of
5832,1.7.226,Stratum
5833,1.7.227,II
5834,1.7.228,at
5835,1.7.229,Kaman-Kalehéytik:
5836,1.7.230,Archaeometallurgical
5837,1.7.231,Analysis
5838,1.7.232,of
5839,1.7.233,Iron
5840,1.7.234,Objects
5841,1.7.235,from
5842,1.7.236,That
5843,1.7.237,Site.”
5844,1.7.238,AAS
5845,1.7.239,"IX,"
5846,1.7.240,pp.217-228.
5847,1.7.241,2001
5848,1.7.242,“Iron
5849,1.7.243,Objects
5850,1.7.244,from
5851,1.7.245,Stratum
5852,1.7.246,II
5853,1.7.247,at
5854,1.7.248,Kaman-
5855,1.7.249,Kalehéyiik
5856,1.7.250,Correlation
5857,1.7.251,between
5858,1.7.252,Composition
5859,1.7.253,and
5860,1.7.254,Archaeological
5861,1.7.255,Levels.”
5862,1.7.256,AAS
5863,1.7.257,"IIX,"
5864,1.7.258,pp.181-
5865,1.7.259,190.
5866,1.7.260,"Deer,W.A.,"
5867,1.7.261,"R.A.Howie,"
5868,1.7.262,and
5869,1.7.263,J.Zussman
5870,1.7.264,1997
5871,1.7.265,Rock-Forming
5872,1.7.266,Minerals
5873,1.7.267,Vol.1A:
5874,1.7.268,Orthosilicates.
5875,1.7.269,The
5876,1.7.270,Geological
5877,1.7.271,"Society,"
5878,1.7.272,"London,"
5879,1.7.273,p.919.
5880,1.7.274,"Matsumura,"
5881,1.7.275,K.
5882,1.7.276,2000
5883,1.7.277,“On
5884,1.7.278,the
5885,1.7.279,Manufacturing
5886,1.7.280,Techniques
5887,1.7.281,of
5888,1.7.282,Iron
5889,1.7.283,Age
5890,1.7.284,Ceramics
5891,1.7.285,from
5892,1.7.286,Kaman-Kalehéyiik.”
5893,1.7.287,AAS
5894,1.7.288,"IX,"
5895,1.7.289,pp.120-121.
5896,1.7.290,"Knox,"
5897,1.7.291,R.
5898,1.7.292,1963
5899,1.7.293,“Detection
5900,1.7.294,of
5901,1.7.295,Carbide
5902,1.7.296,Structure
5903,1.7.297,in
5904,1.7.298,the
5905,1.7.299,Oxide
5906,1.7.300,Remains
5907,1.7.301,of
5908,1.7.302,Ancient
5909,1.7.303,"Steel,”"
5910,1.7.304,Archaeometry
5911,1.7.305,"6,"
5912,1.7.306,pp.43-45.
5913,1.7.307,Omura.s.
5914,1.7.308,1995
5915,1.7.309,“A
5916,1.7.310,Preliminary
5917,1.7.311,Report
5918,1.7.312,on
5919,1.7.313,the
5920,1.7.314,Excavation
5921,1.7.315,at
5922,1.7.316,Kaman-Kalehdyiik
5923,1.7.317,in
5924,1.7.318,Turkey
5925,1.7.319,(1989-1993).”
5926,1.7.320,BMECCI
5927,1.7.321,"VII,"
5928,1.7.322,pp.1-6.
5929,1.7.323,1996
5930,1.7.324,“A
5931,1.7.325,Preliminary
5932,1.7.326,Report
5933,1.7.327,on
5934,1.7.328,the
5935,1.7.329,Tenth
5936,1.7.330,Excavation
5937,1.7.331,at
5938,1.7.332,Kaman-Kalehéyiik
5939,1.7.333,(1995).”
5940,1.7.334,AAS
5941,1.7.335,"V,"
5942,1.7.336,pp.14
5943,1.7.337,(in
5944,1.7.338,Japanese).
5945,1.7.339,1998
5946,1.7.340,“A
5947,1.7.341,Preliminary
5948,1.7.342,Report
5949,1.7.343,on
5950,1.7.344,the
5951,1.7.345,Twelfth
5952,1.7.346,Excavation
5953,1.7.347,at
5954,1.7.348,Kaman-Kalehéyiik
5955,1.7.349,(1997).”
5956,1.7.350,AAS
5957,1.7.351,"V,"
5958,1.7.352,p.15
5959,1.7.353,(in
5960,1.7.354,Japanese).
5961,1.7.355,2000
5962,1.7.356,“Preliminary
5963,1.7.357,Report
5964,1.7.358,on
5965,1.7.359,the
5966,1.7.360,14th
5967,1.7.361,Excavation
5968,1.7.362,at
5969,1.7.363,Kaman-Kalehéyiik
5970,1.7.364,(1999).”
5971,1.7.365,AAS
5972,1.7.366,"IX,"
5973,1.7.367,pp.1-35.
5974,1.7.368,"Tylecote,"
5975,1.7.369,RF
5976,1.7.370,1992
5977,1.7.371,A
5978,1.7.372,history
5979,1.7.373,of
5980,1.7.374,Metallurgy.
5981,1.7.375,"2nd,"
5982,1.7.376,Ed.
5983,1.7.377,The
5984,1.7.378,Institute
5985,1.7.379,of
5986,1.7.380,"Materials,"
5987,1.7.381,"London,"
5988,1.7.382,pp.47-61.
5989,1.7.383,Hideo
5990,1.7.384,Akanuma
5991,1.7.385,Iwate
5992,1.7.386,Prefectural
5993,1.7.387,Museum
5994,1.7.388,34
5995,1.7.389,"Uedamatsuyashiki,"
5996,1.7.390,Morioka
5997,1.7.391,"city,"
5998,1.7.392,Iwate
5999,1.7.393,020-0102
6000,1.7.394,JAPAN
6001,1.7.395,"akanuma@sv0Loffice.pref.iwate,jp"
